Model,N_estimators,Learning_rate,Score,R2_Score,CVS,MSE,MAE,RMSE
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,51,1.0,0.6808197925390056,0.7321537829229539,0.7332545430284343,5.094845525936659,1.5698095627843076,2.257176449889698
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,52,0.1,0.7066839369184168,0.7407219233995241,0.7193697829085666,4.931866363307328,1.491187091346315,2.220780575227397
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,52,0.2,0.6780180479220148,0.7240077935840209,0.7192607948095926,5.249794726977088,1.5062595510678447,2.2912430527940697
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,52,0.3,0.7302415262268569,0.6567798940669822,0.6845946177940735,6.528572403250854,1.6531733426343762,2.5551071216782386
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,52,0.4,0.7368558414295944,0.7045219693908595,0.6974552836166628,5.125619618463155,1.604835622324838,2.263983131223189
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,52,0.5,0.6848830845251414,0.7305359273422027,0.7073960536453877,5.620444965360553,1.5144016063465062,2.3707477650227897
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,52,0.6,0.7359422366840601,0.7287294000150946,0.719928916945128,5.15998253674679,1.6349563480754756,2.2715594944325783
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,52,0.7,0.7249406253423755,0.6778479203817509,0.6849354024789827,6.127826255773107,1.5744301348393903,2.4754446581923637
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,52,0.8,0.7286493792301336,0.7008191444346743,0.7058496922923834,5.6908783706452,1.496076340732644,2.385556197335372
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,52,0.9,0.698218945514147,0.6460803773955294,0.7073385870566233,5.690252710756326,1.5738944242257036,2.3854250587172774
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,52,1.0,0.680482560344111,0.7008520366261173,0.7281566374145169,6.732093607463178,1.7652928368491485,2.5946278360225725
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,53,0.1,0.7424736685183608,0.7341374829899774,0.7209856503027848,5.057112510620754,1.5598168844007192,2.248802461449372
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,53,0.2,0.740828218957355,0.7309120478583865,0.6454623632821843,5.118465229836712,1.5013933704116882,2.262402534881163
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,53,0.3,0.7004099294129766,0.6961265557934772,0.6054558137206982,5.7801385980419795,1.6232064015554233,2.404191880454216
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,53,0.4,0.7376515061716635,0.7303021815693946,0.7066597267576448,5.130065821279808,1.5132058294386108,2.264964860937098
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,53,0.5,0.6987690069864649,0.6420572266279916,0.6981184647823184,6.808620100582409,1.7863278947395442,2.609333267442549
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,53,0.6,0.7406605544249689,0.6033545558952189,0.6447789003193917,7.544804210167749,1.8489505658334633,2.7467806993219805
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,53,0.7,0.7091211459881919,0.6893410623153031,0.6848460216003956,5.90920908283663,1.5871726316628008,2.4308864808617923
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,53,0.8,0.7244502605676958,0.6942467268334016,0.7083631689217101,5.815895825720173,1.5904131050101662,2.4116168488630554
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,53,0.9,0.7278375469417627,0.7411272925385775,0.7272334830230444,4.924155621050083,1.4918593186504798,2.2190438528902674
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,53,1.0,0.7379119138871981,0.6715499254185735,0.733733569089307,5.085279161603759,1.497944651271657,2.2550563544186115
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,54,0.1,0.6840623457314665,0.7326567058250719,0.6985450724124415,5.0301014238800565,1.6026930806135629,2.242788760423071
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,54,0.2,0.7006242545714354,0.73555750983197,0.7271296775889423,6.247623771715943,1.5361388035524894,2.4995247091629125
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,54,0.3,0.7394027202957892,0.7352395692674828,0.699018316419313,5.544410803184329,1.5133147455772065,2.3546572581130207
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,54,0.4,0.741708145952811,0.7085192373362463,0.7266013570838444,5.120757402353895,1.5373726771301133,2.262909057464284
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,54,0.5,0.6648944185564853,0.7413677101891263,0.7063069608002006,5.036149140663845,1.5966477343244814,2.2441366136364884
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,54,0.6,0.7059557256192226,0.7307915437656736,0.6037751302214003,4.919582508894078,1.4882772444895012,2.218013189522118
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,54,0.7,0.7235396914003277,0.6019901269561143,0.7189617235547864,6.491386734076951,1.859407028718032,2.5478199964041712
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,54,0.8,0.6666844350805412,0.6587348190528339,0.7282321707764955,7.570757739591147,1.6533025330517999,2.751500997563175
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,54,0.9,0.7381442838014136,0.6708889018672768,0.7337151480139541,4.837836620462041,1.6065360993726696,2.1995082678776274
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,54,1.0,0.7426951481395205,0.7334822661314142,0.6845285863214167,6.260197452687119,1.5001630235763905,2.5020386593110664
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,55,0.1,0.7230675417160382,0.7408855882302947,0.6996417050982746,5.069575739397319,1.491421788367912,2.251571837494269
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,55,0.2,0.7008470683743029,0.7456652550050897,0.7340677093238529,4.928753207408005,1.4824146568936531,2.220079549792756
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,55,0.3,0.7375762700205202,0.7311750330791853,0.7283757778259663,5.113462847909514,1.5016746435836963,2.2612967182370194
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,55,0.4,0.7423784892360594,0.6957256331360022,0.6832499577052642,5.787764761405321,1.623447608767036,2.405777371538215
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,55,0.5,0.7222258692646637,0.7102461079106479,0.6940972887600717,5.511563078411982,1.5429440063311957,2.3476718421474456
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,55,0.6,0.7408046718038188,0.6763141490382463,0.6601697665364112,6.1570009372472025,1.7070809700196024,2.481330477233374
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,55,0.7,0.6986394728720249,0.7391613979082474,0.727795671443411,4.961549949673058,1.5339591345402377,2.227453691925616
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,55,0.8,0.659569460306319,0.7010153638103598,0.7243158551085626,5.687145977411416,1.5765551609813568,2.3847737790850134
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,55,0.9,0.6577426017248972,0.7453292042474472,0.708235025799692,4.839626967989885,1.482233823204144,2.1999152183640818
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,55,1.0,0.6865704906271626,0.745571132855528,0.7279579815390226,4.844228820873705,1.4848973594876194,2.200960885811855
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,56,0.1,0.7391347155417785,0.7160308163083462,0.6956417859818591,5.401529059561593,1.5382634645548159,2.3241189856721176
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,56,0.2,0.7266822669687811,0.7320873656040277,0.6955341610561769,5.09610888512787,1.5039322510756994,2.257456286426798
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,56,0.3,0.7391050314366696,0.6010440606052285,0.7181666308442216,5.634935548264599,1.862464529666374,2.3738019184979606
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,56,0.4,0.6800557632287823,0.6787027382127788,0.6028686621009668,7.58875337144158,1.476690587935476,2.754769204750478
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,56,0.5,0.6975874964342552,0.7037601704718675,0.6617559650455764,4.843566326243157,1.4758396038185537,2.200810379438255
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,56,0.6,0.737634161444773,0.7467329025458016,0.7287527051544824,4.817528328056672,1.7016775496211256,2.194886859967199
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,56,0.7,0.6963376331817871,0.7453640329149157,0.7339520949280132,6.111566310609681,1.6122350138203156,2.4721582292826003
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,56,0.8,0.7281170346990183,0.7387255901261581,0.7269926630307713,4.969839681568385,1.4770364106258027,2.229313724348456
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,56,0.9,0.7086681406418704,0.7418437080123661,0.730100291743804,4.910528300824412,1.486215236004042,2.215971186821799
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,56,1.0,0.659492428568676,0.7416001630723945,0.7349584545445538,4.915160898817841,1.4894617583902916,2.2170162152807635
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,57,0.1,0.7378674056731307,0.7399728324709155,0.7299256390947868,4.946115220759152,1.5294110296607728,2.2239863355603497
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,57,0.2,0.7421593247525045,0.7392937645656223,0.7249418292409071,5.793403260012189,1.4764618498876403,2.4069489525148198
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,57,0.3,0.6831924182013438,0.7324350207046988,0.681546367360138,4.959032132996501,1.5029290571558713,2.2268884419738004
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,57,0.4,0.7266599968547917,0.730930650836956,0.7059606541064471,5.089495952328023,1.5115982466410092,2.255991124168715
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,57,0.5,0.7409161488638882,0.7403227708188413,0.6964698327657712,4.9394588570974225,1.4741018727880615,2.222489337904104
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,57,0.6,0.7094156898537607,0.704405404407597,0.7184901362598087,5.118111372675062,1.6117959774050379,2.2623243296828734
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,57,0.7,0.7426457166804905,0.6954292059893585,0.7298652069844699,5.622662209979263,1.6243276847267252,2.371215344497261
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,57,0.8,0.654156273737283,0.7310011022903166,0.727640706192914,5.116771278064553,1.5029976821159958,2.2620281337915653
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,57,0.9,0.7366552575025971,0.7422705424711096,0.7345443135980882,4.902409255290834,1.4895365310868367,2.214138490540019
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,57,1.0,0.7263280136107312,0.6961081797771346,0.7054063192680846,5.780488138034253,1.6243426268721632,2.4042645732186494
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,58,0.1,0.7194401576824261,0.7456044369812641,0.6827957883666264,5.030315717122693,1.4741128552327882,2.242836533749772
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,58,0.2,0.7215934547318201,0.7355462440076985,0.7268523274370593,4.838993472479463,1.5345958471339842,2.1997712318510447
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,58,0.3,0.7196823522051465,0.7450020751371145,0.7274273080115127,6.840059486530381,1.7867373426991922,2.6153507387213635
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,58,0.4,0.7377334918879557,0.6404043952417364,0.6412951650475375,4.850451317881019,1.4761567879187847,2.2023740186174146
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,58,0.5,0.7381568591409716,0.7304019188444457,0.7271012603420081,5.128168665459919,1.5124669559852586,2.2645460175187253
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,58,0.6,0.7408491829058645,0.7409115937976436,0.6590143529967315,4.928258541663222,1.5237255418113456,2.2199681397856192
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,58,0.7,0.7051611512593008,0.67504624781371,0.7254947033015576,5.214153774865022,1.5008384636847711,2.2834521617202808
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,58,0.8,0.6952608543343679,0.672004510167721,0.6975800002615025,6.181118361609778,1.7124918256441064,2.4861855042634646
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,58,0.9,0.7421930021669033,0.7258815097050776,0.7260229179976914,6.238976873131272,1.6059320113314306,2.4977944016934766
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,58,1.0,0.7235989015427415,0.7117496214016965,0.7198687498704504,5.095032517716878,1.499473703554229,2.2572178711229625
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,59,0.1,0.7414825401666287,0.7032378291232197,0.6941637355403646,5.644871281209462,1.614419683715622,2.3758937857592586
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,59,0.2,0.7381156754419878,0.7324120187618007,0.6947389456996627,5.482963947662076,1.543031022876098,2.341572964411333
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,59,0.3,0.7417897853094098,0.7321439523911543,0.7180274289456399,5.089933484532664,1.505870930155871,2.2560880932562593
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,59,0.4,0.7189571788511044,0.7478449208805968,0.7291655778613257,4.796376035149127,1.47194654031515,2.1900630208167815
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,59,0.5,0.6654796739768962,0.6950344019199906,0.6801379912795499,5.800913038452937,1.6270135718290393,2.408508467590043
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,59,0.6,0.7021133798258015,0.7477447521598325,0.730002187438599,4.798281397727678,1.4718368751781983,2.1904979793936534
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,59,0.7,0.6663390578148105,0.6001758305481071,0.7191433687563669,7.60526843769968,1.8648414287121151,2.7577651164846655
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,59,0.8,0.6548646981863167,0.7272705715128738,0.6005327856345792,5.187731690528979,1.4993333703063858,2.2776592568970844
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,59,0.9,0.7413878864701884,0.6381737359259996,0.6942780064955649,6.882490045224446,1.7966413286226661,2.6234500272016708
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,59,1.0,0.6996147645717491,0.7097278584124354,0.6415151840830868,5.521420978090765,1.54318627855886,2.3497704096551146
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,60,0.1,0.7359547484909736,0.6412261070019732,0.6579012298982916,6.824429269568805,1.7848374986106408,2.6123608612840616
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,60,0.2,0.6706247662056917,0.6703336708238343,0.6833882040353487,6.21114437792422,1.7147359019108057,2.4922167598193017
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,60,0.3,0.7380518427614862,0.6734677200952983,0.6397958326095301,4.927947169958305,1.641085100849871,2.2198980089090363
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,60,0.4,0.7188487978478477,0.7409279632307977,0.7347540455262911,6.142009265554036,1.7235127851713912,2.478307742302
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,60,0.5,0.6786453062652618,0.6771022911968718,0.6562090714435561,6.270758798030778,1.491387643551184,2.5041483178978794
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,60,0.6,0.6926022359171773,0.7477842418589351,0.7290972398429147,4.797530243132369,1.4722398240048626,2.1903265151872606
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,60,0.7,0.7063910423097719,0.7405153565457505,0.7336145719354329,4.935795581431967,1.4916417547765557,2.2216650470833734
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,60,0.8,0.7409847965989564,0.6728688566224809,0.6572057491415315,6.22253567894175,1.7147987109167742,2.4945010881821137
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,60,0.9,0.7418757070946195,0.6014854674937378,0.5981559164751198,7.580357135961459,1.8615441304593714,2.753244837634579
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,60,1.0,0.7381407064806784,0.7319017943166967,0.717723335994165,5.099638735402846,1.5063884991726877,2.258237971384514
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,61,0.1,0.718636266276389,0.7359394882108621,0.6796718815612784,5.793965900494581,1.4819862518652538,2.407065828035158
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,61,0.2,0.6804447007097052,0.6953996268541295,0.7298722559345074,5.022835609727665,1.6339701910695321,2.2411683581845576
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,61,0.3,0.704373343073485,0.6780180479220148,0.7301405530151265,6.124590169235049,1.6325589146442723,2.4747909344498273
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,61,0.4,0.7215669411979462,0.7382496463080688,0.6409020286220452,4.978892862377329,1.4768723515183275,2.231343286537804
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,61,0.5,0.722410920262054,0.6393131327869331,0.680632035864295,6.860816970791875,1.7937034551169204,2.6193161265475147
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,61,0.6,0.7418082856776382,0.6023983713036313,0.7301722714553592,4.797308908482393,1.8577464271072575,2.190275989112421
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,61,0.7,0.7414971369759791,0.7477958778640705,0.5950060432232129,7.56299230646264,1.6205423419386487,2.7500895088092387
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,61,0.8,0.7002177899728764,0.7368558414295944,0.7293907112186478,5.005405167186476,1.4710814833576509,2.2372762831591624
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,61,0.9,0.7383128695634313,0.7021501711196347,0.6934468372213635,5.665560203284926,1.48221869965163,2.380243727706246
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,61,1.0,0.7100654070428265,0.7406922757963816,0.7348968955140437,4.9091508817545595,1.4898197227283962,2.2156603714817305
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,62,0.1,0.6677821108845804,0.7260739504954343,0.719235838411092,4.932430306154358,1.4975065526637497,2.220907541108895
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,62,0.2,0.6969367673265197,0.7419161216871892,0.7340126268107763,5.210493256114911,1.486224516257555,2.2826504892591224
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,62,0.3,0.7380867803967627,0.7460675384112814,0.7290256163530626,5.008448866481827,1.4802461196324113,2.237956404061935
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,62,0.4,0.7230451517521219,0.6964922339316763,0.7263925984338694,4.830184573572747,1.4724799336132388,2.197768089124225
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,62,0.5,0.681030788162759,0.7366958280713818,0.6796523206608353,5.773182839447858,1.628203950860272,2.4027448552536446
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,62,0.6,0.7406865538714746,0.6967659251721403,0.725513086181859,4.8501655178156025,1.584382912642727,2.202309133118147
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,62,0.7,0.7208484143591836,0.745871881872802,0.6372243992394016,5.7679768126195405,1.8102287011464093,2.4016612610065433
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,62,0.8,0.6707528258028924,0.7014097172769616,0.7083153614437137,5.679644770125833,1.4721952203679356,2.383200530825267
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,62,0.9,0.6694443753885526,0.7450171002180463,0.7282180765926354,6.910375704988148,1.4714705270241581,2.6287593471042854
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,62,1.0,0.6545062891033279,0.63670773103137,0.6896379572065436,4.833906260780317,1.6215003761656699,2.1986146230707
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,63,0.1,0.7412799999846543,0.6739998245069599,0.6801837744258954,5.9693638791579415,1.6199186089107265,2.443228167641725
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,63,0.2,0.7420896561063557,0.6861786043856799,0.7256066373516747,5.01487864736856,1.5304615487020201,2.2393924728302004
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,63,0.3,0.6760406410699087,0.736357801633018,0.6971234757066592,6.201022936558836,1.605553363419516,2.4901853217298577
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,63,0.4,0.7385211026954726,0.7103509906534592,0.7279969500711851,5.022869051128628,1.5142490262009352,2.24117581887915
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,63,0.5,0.7387740141322245,0.7424107164007718,0.7265956944920495,5.142680660992023,1.5458605122172446,2.2677479271277097
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,63,0.6,0.735628688753746,0.7359377301295431,0.6942813432062289,5.50956804790981,1.4985608955733765,2.3472469081691876
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,63,0.7,0.7426042673537452,0.7040425428849522,0.7050477564669221,5.109179042219823,1.5128058776896776,2.2603493186275045
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,63,0.8,0.7146086559703879,0.7314002413102958,0.6979805430198056,4.899742932330645,1.5330498957276915,2.213536295688563
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,63,0.9,0.7368369499954268,0.6958319745902173,0.7263887370347821,5.6295643922290495,1.5521553577803604,2.3726703083717826
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,63,1.0,0.7203911989634169,0.7289276650380786,0.6548832539418754,6.010984647063971,1.634868934339101,2.4517309491589754
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,64,0.1,0.7227665246938195,0.7296389942207795,0.6932864596803328,5.785741983976761,1.5176159916017014,2.405356934838728
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,64,0.2,0.6982184701729814,0.7008551914596814,0.704188799364427,5.156211232166411,1.6028733824290997,2.2707292291610663
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,64,0.3,0.7364466086498616,0.6692896534178012,0.7172392636383761,5.098215147214849,1.5783395055386311,2.2579227504976447
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,64,0.4,0.7159975869113258,0.6839905173909477,0.7079968215982315,5.6901927009871205,1.7307478266273502,2.385412480261458
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,64,0.5,0.6955973427329004,0.7319766351943816,0.6780935695881185,6.290617609061132,1.5040016048072025,2.508110366204233
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,64,0.6,0.6524035373906187,0.7048124749402931,0.6956619898476438,5.614919104607534,1.548736814784698,2.369582052727344
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,64,0.7,0.7430163731074564,0.7375102417393085,0.7289942377322285,4.99295747042039,1.5255918321067512,2.234492665107762
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,64,0.8,0.7431562451156238,0.7017539823722483,0.7257326754131245,4.84507684935937,1.6196413485501737,2.2011535269851965
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,64,0.9,0.7140674020237942,0.7452846216942172,0.6930049877960268,5.673096320423618,1.4737353813603045,2.381826257396542
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,64,1.0,0.7086585494879083,0.7022550343267011,0.5943436018531797,7.565418283071558,1.6202311675356216,2.7505305457441405
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,65,0.1,0.7419470826690613,0.6871766022574753,0.692308940520847,5.6635655443825605,1.858250238357135,2.3798246877412126
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,65,0.2,0.7231751240108215,0.7366055837406158,0.7038097728365504,5.180736173804819,1.6341586870442355,2.276123057702465
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,65,0.3,0.7380166467033991,0.7479719794596593,0.7305716745523726,5.798900295041774,1.6202476528309815,2.408090591120229
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,65,0.4,0.7210717644428929,0.6808197925390056,0.679988756387542,5.950380430194208,1.5289434870960628,2.4393401628707316
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,65,0.5,0.6959884687732045,0.6951402158658467,0.7286070080615052,5.010165451953378,1.470409167490589,2.2383398874955023
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,65,0.6,0.7390218414242633,0.7276383398154703,0.7032490772492885,4.793959186256756,1.5175112124320684,2.189511175184259
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,65,0.7,0.7066262515105681,0.7417085558605465,0.6789380597915917,4.9130991018741055,1.522653000614226,2.2165511728525704
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,65,0.8,0.659012236555263,0.7273585056304952,0.6837486300328381,5.186059048851862,1.6279808901049106,2.277292042943079
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,65,0.9,0.7416771838930047,0.6022708328622579,0.7259231883606027,6.071296692916933,1.517830392303632,2.4640001406081398
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,65,1.0,0.7026263624877263,0.7011579771821193,0.6358814379121653,5.684433252524065,1.487369055223402,2.384204951870553
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,66,0.1,0.7116486493929342,0.6378429925210998,0.6899129207244081,4.917422646475525,1.6212301987212738,2.2175262448222623
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,66,0.2,0.7030430423832733,0.7414812584753837,0.7341266367258115,6.888781291653372,1.8049532208884158,2.62464879396337
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,66,0.3,0.7062202551426502,0.727042131495229,0.5936836972868886,5.192076969751301,1.8627723347966454,2.2786129486490903
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,66,0.4,0.6755296919542197,0.6004079505208262,0.7281613185697637,4.835215401058639,1.4970718994932244,2.19891232227632
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,66,0.5,0.7202030831158843,0.7458030577505814,0.7184541535241211,7.600853160092275,1.496306032016591,2.756964482921801
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,66,0.6,0.73649869501392,0.7444705383018007,0.7256709238255002,4.860561963074451,1.5035790244114353,2.2046682206342183
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,66,0.7,0.6653279061654744,0.6001153174923981,0.7274297525872828,5.131219578849823,1.5031569033944603,2.26521954318998
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,66,0.8,0.7185721879637326,0.6848830845251414,0.6975436637004411,5.994006652303132,1.6002451696741629,2.448266050147151
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,66,0.9,0.699191516381138,0.7302415262268569,0.5962330420423623,7.606419488756157,1.8675985335593748,2.757973801317945
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,66,1.0,0.7233659536608186,0.5992794736231544,0.6949188278645164,6.077711366075697,1.606661375686183,2.4653014756973834
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,67,0.1,0.7397806114597967,0.7477488074727514,0.5918224017989206,7.62231852008865,1.8629210223361616,2.7608546720333997
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,67,0.2,0.7416039601614237,0.680482560344111,0.691173751548372,4.8766083102569855,1.4690431523335967,2.208304397101311
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,67,0.3,0.6723146291112633,0.7249406253423755,0.7265679201276407,4.7982042594611505,1.816930519004867,2.1904803718502364
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,67,0.4,0.6520818531295458,0.743626949743744,0.7271104488996338,6.891864861127022,1.5086035249524135,2.625236153401637
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,67,0.5,0.73976594846158,0.7066839369184168,0.6333743937936208,5.092620728206368,1.5081804066912574,2.2566835684708586
