Model,N_estimators,Learning_rate,Score,R2_Score,CVS,MSE,MAE,RMSE
<class 'xgboost.sklearn.XGBRegressor'>,59,0.8,0.7458765460979712,0.6120502646957573,0.7360977755478367,4.997146302221036,1.4865415909559931,2.235429780203582
<class 'xgboost.sklearn.XGBRegressor'>,59,0.9,0.7204918586854461,0.7559749303443501,0.6605045636334498,7.379398502516754,1.89351550070221,2.7165048320436966
<class 'xgboost.sklearn.XGBRegressor'>,59,1.0,0.746249909860951,0.716978428624506,0.6108149793362917,6.112217575886556,1.5186935592679172,2.4722899457560708
<class 'xgboost.sklearn.XGBRegressor'>,60,0.1,0.6562139403846448,0.6786684998948874,0.7132075535343733,5.383504021082438,1.6368233260511933,2.320237923378212
<class 'xgboost.sklearn.XGBRegressor'>,60,0.2,0.6895063802217105,0.6650890118209951,0.6852711072947132,6.3705202497596,1.700145686402086,2.523988955950402
<class 'xgboost.sklearn.XGBRegressor'>,60,0.3,0.720942824057162,0.6698695055875545,0.6849358816875796,6.279587932162902,1.6346995327089267,2.5059105993955373
<class 'xgboost.sklearn.XGBRegressor'>,60,0.4,0.7151144499587856,0.7130612427055463,0.6896807685879409,5.4580149003894745,1.5850409183040077,2.33623947839032
<class 'xgboost.sklearn.XGBRegressor'>,60,0.5,0.6830441656398594,0.7450283217794306,0.7361454872706386,4.849952066520913,1.4612824035527798,2.2022606717918096
<class 'xgboost.sklearn.XGBRegressor'>,60,0.6,0.7460419504075322,0.5792266478889349,0.55905010212687,8.003753996718839,1.9458024744801607,2.8290906660478097
<class 'xgboost.sklearn.XGBRegressor'>,60,0.7,0.7470985003749285,0.7460399508286794,0.6293514157353572,6.7054271047837775,1.4616523674777473,2.5894839456509047
<class 'xgboost.sklearn.XGBRegressor'>,60,0.8,0.6825466455608343,0.6474822887643809,0.730275243717255,4.830709331672096,1.8187381438487404,2.1978874702022613
<class 'xgboost.sklearn.XGBRegressor'>,60,0.9,0.6173042770045609,0.742360536115107,0.7340813285822639,4.900697438265802,1.4914042216771979,2.213751891758831
<class 'xgboost.sklearn.XGBRegressor'>,60,1.0,0.5840747287646109,0.7128322426450433,0.7073274317906421,4.982194783661194,1.4842926943695862,2.232083059310561
<class 'xgboost.sklearn.XGBRegressor'>,61,0.1,0.6151033195315061,0.7451710899282007,0.7200737870832759,5.462370832485232,1.585604827160053,2.3371715453695803
<class 'xgboost.sklearn.XGBRegressor'>,61,0.2,0.6903934092130051,0.7380760577035728,0.6897412038306994,4.883616370057639,1.4599016892691123,2.2098905787521788
<class 'xgboost.sklearn.XGBRegressor'>,61,0.3,0.6544062409385022,0.6991835766474742,0.7277546994485524,4.847236397537623,1.481428231382012,2.201644021529735
<class 'xgboost.sklearn.XGBRegressor'>,61,0.4,0.720436935647339,0.6782166780456105,0.7359342834166309,5.721989376482499,1.5682371218093534,2.3920680125118725
<class 'xgboost.sklearn.XGBRegressor'>,61,0.5,0.6166742624530082,0.7183804499488282,0.6612719006029011,6.120811919881517,1.6991334341962594,2.474027469508275
<class 'xgboost.sklearn.XGBRegressor'>,61,0.6,0.689868408714467,0.7432585220265346,0.6789162385446131,5.356835426881476,1.5480235642720765,2.3144838359516524
<class 'xgboost.sklearn.XGBRegressor'>,61,0.7,0.6828703992899545,0.7185203807990054,0.7221122470498111,5.457824450648076,1.5341334734379672,2.336198718141947
<class 'xgboost.sklearn.XGBRegressor'>,61,0.8,0.71475739187119,0.6857893989670054,0.6745173462339031,5.354173727665614,1.677057705095928,2.313908755259294
<class 'xgboost.sklearn.XGBRegressor'>,61,0.9,0.6552311612062929,0.7130712550292797,0.7067235248257686,5.976767162682507,1.547457088724497,2.444742760022516
<class 'xgboost.sklearn.XGBRegressor'>,61,1.0,0.7472052248279726,0.6475515137610279,0.5613431496277581,7.978924249105193,1.941690145927503,2.824698966103325
<class 'xgboost.sklearn.XGBRegressor'>,62,0.1,0.7459650519340612,0.5805319973711589,0.6895366688517467,6.704110339259518,1.8211732068720805,2.58922968066943
<class 'xgboost.sklearn.XGBRegressor'>,62,0.2,0.5860882325357191,0.7121318247609649,0.6291953740167197,5.475693854038141,1.5887875835122325,2.3400200541957203
<class 'xgboost.sklearn.XGBRegressor'>,62,0.3,0.7137383455840045,0.6963520176733056,0.6789638033348553,8.004278582531084,1.9441388510421735,2.8291833773248216
<class 'xgboost.sklearn.XGBRegressor'>,62,0.4,0.7140965187151929,0.5791990693638105,0.5599841709947232,5.775849967564953,1.5695056771785179,2.4032998080899004
<class 'xgboost.sklearn.XGBRegressor'>,62,0.5,0.7199549363820752,0.6654759409514034,0.7311286128703354,6.36316026472629,1.6361202995187762,2.522530528006805
<class 'xgboost.sklearn.XGBRegressor'>,62,0.6,0.7469856643976186,0.6619311908692913,0.6828546354887893,4.8388362892128525,1.6392031535137017,2.1997355043761178
<class 'xgboost.sklearn.XGBRegressor'>,62,0.7,0.7534128691343372,0.7425186930000793,0.7307479184773626,6.430586843654668,1.4643222513234995,2.535860178254051
<class 'xgboost.sklearn.XGBRegressor'>,62,0.8,0.689082882068671,0.7461679440918072,0.6838126358587499,4.8282747036563896,1.4897681121778588,2.197333544015653
<class 'xgboost.sklearn.XGBRegressor'>,62,0.9,0.58480733792501,0.7128397147995451,0.6898457731352369,4.8976890519365455,1.4621185566840715,2.2130723105982204
<class 'xgboost.sklearn.XGBRegressor'>,62,1.0,0.5844593307145501,0.7456127004198974,0.6617959125267736,5.462228700655452,1.5853358270932225,2.3371411383687235
<class 'xgboost.sklearn.XGBRegressor'>,63,0.1,0.7534414995810756,0.6487037896465537,0.7344217300399238,6.6821922860419605,1.814610266291779,2.584993672340797
<class 'xgboost.sklearn.XGBRegressor'>,63,0.2,0.6832446921328269,0.6626899966219774,0.6294872091429786,6.416153195360819,1.6660188086345722,2.5330126717726498
<class 'xgboost.sklearn.XGBRegressor'>,63,0.3,0.7450463195181738,0.736482463889958,0.7265917579269908,5.012507380195348,1.4826629314373911,2.2388629659260855
<class 'xgboost.sklearn.XGBRegressor'>,63,0.4,0.720105257927877,0.7032589232115238,0.6779835442144146,5.644470039323008,1.5630620718590704,2.375809344060042
<class 'xgboost.sklearn.XGBRegressor'>,63,0.5,0.6829566827961207,0.7551184569926,0.7063470489764996,4.658022231528601,1.4453002421611958,2.1582451741006166
<class 'xgboost.sklearn.XGBRegressor'>,63,0.6,0.6531971681033877,0.579358536663382,0.7362174091338473,5.361472945932769,1.5475393575917211,2.3154854665777473
<class 'xgboost.sklearn.XGBRegressor'>,63,0.7,0.6888162151940087,0.7181366462990044,0.5589101382095388,8.001245270107926,1.9449284098126725,2.8286472509148126
<class 'xgboost.sklearn.XGBRegressor'>,63,0.8,0.7453198127972547,0.6790441185841347,0.730432420087158,4.824004647631651,1.4614235760265901,2.196361684156699
<class 'xgboost.sklearn.XGBRegressor'>,63,0.9,0.7539596805820267,0.7463924294755369,0.6617247488994137,6.105072732777501,1.6824176590573034,2.4708445383668924
<class 'xgboost.sklearn.XGBRegressor'>,63,1.0,0.7536443352458884,0.6842013598246891,0.6735664558793705,6.006974100855973,1.6975900393275876,2.4509129117241137
<class 'xgboost.sklearn.XGBRegressor'>,64,0.1,0.6163170075762878,0.6996991161516215,0.6767628177065761,5.71218302504393,1.5677124899830197,2.3900173691929374
<class 'xgboost.sklearn.XGBRegressor'>,64,0.2,0.6895351516277174,0.7456976580183857,0.7303397498666672,4.837220265491194,1.4613298508562005,2.199368151422402
<class 'xgboost.sklearn.XGBRegressor'>,64,0.3,0.7140299809108974,0.6642603686938691,0.6619189512028752,6.423629589186941,1.6658266859315345,2.5344880329539814
<class 'xgboost.sklearn.XGBRegressor'>,64,0.4,0.616391558294914,0.6789680152791524,0.6643086160409906,6.386282311941801,1.6664745005825636,2.527109477632855
<class 'xgboost.sklearn.XGBRegressor'>,64,0.5,0.6825180392395059,0.662296947648557,0.6597887494373359,6.1065203342673735,1.7002744261483986,2.4711374575825147
<class 'xgboost.sklearn.XGBRegressor'>,64,0.6,0.713820870303886,0.7440382395059093,0.7199066434315826,4.868784948674734,1.4835897855650235,2.206532335741929
<class 'xgboost.sklearn.XGBRegressor'>,64,0.7,0.5815343287956309,0.647759699225054,0.7346238663392672,5.014087827926799,1.489593947656753,2.2392158957828965
<class 'xgboost.sklearn.XGBRegressor'>,64,0.8,0.7201303362406092,0.7363993765924134,0.6285104884455215,6.700150332687339,1.8247641999696032,2.588464860238079
<class 'xgboost.sklearn.XGBRegressor'>,64,0.9,0.6832739475553207,0.7549845299184099,0.7358195077126372,5.488165406207874,1.4453685013874842,2.34268337728509
<class 'xgboost.sklearn.XGBRegressor'>,64,1.0,0.6532341127984194,0.7114761703249792,0.6900111742044428,4.660569729724341,1.5920525414529336,2.158835271558333
<class 'xgboost.sklearn.XGBRegressor'>,65,0.1,0.5832531691723464,0.6787094799878992,0.7000103870529901,6.010259981393395,1.681892086275862,2.4515831581640044
<class 'xgboost.sklearn.XGBRegressor'>,65,0.2,0.688206668996096,0.6840286145143093,0.6604705948031162,6.1114380717150505,1.7005338804426229,2.4721322925189604
<class 'xgboost.sklearn.XGBRegressor'>,65,0.3,0.6169627310966634,0.6962226850514764,0.6734875087841574,5.7783100722357394,1.5761975527713141,2.403811571699358
<class 'xgboost.sklearn.XGBRegressor'>,65,0.4,0.7202695104932998,0.7113591159204022,0.7200177694888992,4.874424445052087,1.6986666780326194,2.207809875204857
<class 'xgboost.sklearn.XGBRegressor'>,65,0.5,0.652896938894475,0.5795862107959111,0.558399239713969,5.490391960370029,1.5920837898930797,2.3431585435838582
<class 'xgboost.sklearn.XGBRegressor'>,65,0.6,0.7457753268708514,0.6785497367845217,0.6896418870955084,7.996914559194232,1.9431759108674806,2.8278816381161063
<class 'xgboost.sklearn.XGBRegressor'>,65,0.7,0.7539685257602315,0.7437417599044762,0.6608493158656612,6.114476632251423,1.64593997568958,2.4727467788375384
<class 'xgboost.sklearn.XGBRegressor'>,65,0.8,0.7466351411276256,0.6634497236561978,0.6836944962933877,6.401702022880316,1.4829658326808348,2.530158497580797
<class 'xgboost.sklearn.XGBRegressor'>,65,0.9,0.7143259682614385,0.7434842222322696,0.7200467031951424,4.8793232062566325,1.483935888535149,2.2089190130596985
<class 'xgboost.sklearn.XGBRegressor'>,65,1.0,0.7543676488992592,0.7556804041135938,0.7360195700554207,4.647333136097457,1.4434535908711945,2.1557674123377635
<class 'xgboost.sklearn.XGBRegressor'>,66,0.1,0.6161286720887769,0.6476732893584215,0.6289507503556239,6.701793980774714,1.8238697870347587,2.588782335534356
<class 'xgboost.sklearn.XGBRegressor'>,66,0.2,0.5826507123823699,0.6835067191540902,0.6732120134892062,6.020187230954863,1.6843477837511445,2.4536069838005563
<class 'xgboost.sklearn.XGBRegressor'>,66,0.3,0.6539305436740548,0.668394023397541,0.6795362308268365,6.307653864608861,1.6406405602071241,2.5115043031237
<class 'xgboost.sklearn.XGBRegressor'>,66,0.4,0.7467475968822557,0.6101634207352951,0.7303135044505293,4.831709211865208,1.8984788678275875,2.198114922351697
<class 'xgboost.sklearn.XGBRegressor'>,66,0.5,0.745536175633067,0.6841531769766506,0.7272299781842624,7.415289166252864,1.6835827157764611,2.723102856348409
<class 'xgboost.sklearn.XGBRegressor'>,66,0.6,0.688631942652913,0.7459873851275423,0.6727410357228237,6.007890612466385,1.4609839102740407,2.451099878109088
<class 'xgboost.sklearn.XGBRegressor'>,66,0.7,0.6829696382983086,0.6116504501652327,0.6106368121616412,7.387003587607283,1.8957589532338934,2.717904263878197
<class 'xgboost.sklearn.XGBRegressor'>,66,0.8,0.7466242650076207,0.7389106516703943,0.7338875790590811,4.96631952738826,1.4802438403706066,2.228524069286275
<class 'xgboost.sklearn.XGBRegressor'>,66,0.9,0.7465196055036409,0.6945492642699216,0.6104322166143865,5.810141100035777,1.5794334801155148,2.410423427540435
<class 'xgboost.sklearn.XGBRegressor'>,66,1.0,0.7192547971596925,0.736416830931363,0.699147618783188,4.649237209860693,1.4446030342069005,2.156208990302353
<class 'xgboost.sklearn.XGBRegressor'>,67,0.1,0.745412797052472,0.7555803031484276,0.7358156289630287,5.0137558196510215,1.4881770275813164,2.2391417596148355
<class 'xgboost.sklearn.XGBRegressor'>,67,0.2,0.682568326190679,0.6100483208701935,0.7057645970146751,5.359737806756931,1.5477071414848373,2.3151107547495284
<class 'xgboost.sklearn.XGBRegressor'>,67,0.3,0.5808900388867748,0.7182278660351054,0.6098848061778421,7.417478542078844,1.898174196531725,2.7235048268873774
<class 'xgboost.sklearn.XGBRegressor'>,67,0.4,0.7144820255578763,0.7430266897933147,0.736289065188614,4.888026174418809,1.4868604492923339,2.2108880963130653
<class 'xgboost.sklearn.XGBRegressor'>,67,0.5,0.5820638883515588,0.7550824281623252,0.7348568469653862,4.6587075550949875,1.4449702872672334,2.158403936962446
<class 'xgboost.sklearn.XGBRegressor'>,67,0.6,0.6546815040733522,0.6463164413313905,0.6282464927805178,6.727603309632647,1.828259950944005,2.5937623849598572
<class 'xgboost.sklearn.XGBRegressor'>,67,0.7,0.6881042033900102,0.6784304494384491,0.7345479220233428,8.014984101030556,1.7014061079324743,2.831074725440951
<class 'xgboost.sklearn.XGBRegressor'>,67,0.8,0.7192643923345446,0.7430226661318327,0.5573982961465738,4.888102710626501,1.4883228027331075,2.210905405173749
<class 'xgboost.sklearn.XGBRegressor'>,67,0.9,0.7461300710476757,0.5786362588492748,0.6600611385995572,6.116745660382828,1.9470385180335468,2.473205543496704
<class 'xgboost.sklearn.XGBRegressor'>,67,1.0,0.6539156854945497,0.737740878411202,0.627713064025705,4.988570407467861,1.4864531294511425,2.233510780692106
<class 'xgboost.sklearn.XGBRegressor'>,68,0.1,0.7455687991857308,0.6462726047769989,0.7198903803982699,4.877570457726618,1.485092459230986,2.2085222339217276
<class 'xgboost.sklearn.XGBRegressor'>,68,0.2,0.7537447414399973,0.7435763677273317,0.7338610397482043,6.7284371480771545,1.8311475448435426,2.59392311915314
<class 'xgboost.sklearn.XGBRegressor'>,68,0.3,0.7538321501173169,0.71179733894541,0.6894001138724466,5.482056286853009,1.5912598465414518,2.3413791420555983
<class 'xgboost.sklearn.XGBRegressor'>,68,0.4,0.7459548966229845,0.7372024741786207,0.734284979781693,4.998811681081678,1.4861203985502471,2.235802245522103
<class 'xgboost.sklearn.XGBRegressor'>,68,0.5,0.6519262350684851,0.7191454508855963,0.7131699364353388,5.342283936692202,1.5118197563101379,2.311338126863355
<class 'xgboost.sklearn.XGBRegressor'>,68,0.6,0.615382391891147,0.6459885801082959,0.6891125644591426,5.523841852045029,1.5323363193597659,2.35028548309456
<class 'xgboost.sklearn.XGBRegressor'>,68,0.7,0.6824826277110402,0.5775744799995478,0.5567381387672982,8.035180761939564,1.5941616044795763,2.834639441258723
<class 'xgboost.sklearn.XGBRegressor'>,68,0.8,0.714103110809671,0.7112593606038207,0.7124005536626344,5.492289459367478,1.8309324866478416,2.343563410571064
<class 'xgboost.sklearn.XGBRegressor'>,68,0.9,0.6876249168588092,0.6558579060108918,0.6607102864870875,6.5461100290340415,1.9523563679870428,2.558536696831617
<class 'xgboost.sklearn.XGBRegressor'>,68,1.0,0.7139425504245938,0.7421102449292897,0.6276650014713402,6.733839732546663,1.678804569621994,2.594964302749975
<class 'xgboost.sklearn.XGBRegressor'>,69,0.1,0.5815750504068395,0.7112460333525444,0.6893859266582394,4.90545836019391,1.4917642346735216,2.214826936849448
<class 'xgboost.sklearn.XGBRegressor'>,69,0.2,0.7455851766123212,0.7096005882278205,0.7342317795104025,5.492542964110904,1.5928385403650671,2.3436174952647253
<class 'xgboost.sklearn.XGBRegressor'>,69,0.3,0.745522182706579,0.7096374846144916,0.7226279931838258,5.523140026226447,1.5387903890816637,2.3501361718475904
<class 'xgboost.sklearn.XGBRegressor'>,69,0.4,0.6146248571158388,0.6786471342820151,0.6598405198835862,6.112623982586415,1.6989529409728699,2.4723721367517504
<class 'xgboost.sklearn.XGBRegressor'>,69,0.5,0.745202206364519,0.7550374585500979,0.7363653204167948,4.8484081878428364,1.445534122577537,2.2019101225624165
<class 'xgboost.sklearn.XGBRegressor'>,69,0.6,0.6826547545968951,0.7451094865687149,0.7360024639757974,4.659562946035955,1.4569857784412092,2.1586020814489997
<class 'xgboost.sklearn.XGBRegressor'>,69,0.7,0.6878177390205733,0.6977171985617385,0.6997874189823319,5.749882134912957,1.5717096278886626,2.3978911849608515
<class 'xgboost.sklearn.XGBRegressor'>,69,0.8,0.6527502313989149,0.6837700574132821,0.6729743452778205,6.015178133696392,1.684858161898387,2.4525860094390968
<class 'xgboost.sklearn.XGBRegressor'>,69,0.9,0.7191937608586546,0.7182364243217358,0.734568766277526,5.359575015029554,1.5477528051356721,2.3150755959643208
<class 'xgboost.sklearn.XGBRegressor'>,69,1.0,0.7539233321456036,0.742853808615225,0.6633505828817923,4.8913146393682885,1.4878943678284837,2.2116316690100746
<class 'xgboost.sklearn.XGBRegressor'>,70,0.1,0.6146828547631245,0.6409780598940009,0.7298961621956266,6.829147505697228,1.6829327497764115,2.6132637650450112
<class 'xgboost.sklearn.XGBRegressor'>,70,0.2,0.685850385431626,0.7070243440307854,0.7060350327010305,5.572845964793835,1.539880455448404,2.36068760423607
<class 'xgboost.sklearn.XGBRegressor'>,70,0.3,0.7137161042572346,0.5792922607034862,0.7224720670804212,8.002505940433748,1.9439477314336533,2.8288700819291344
<class 'xgboost.sklearn.XGBRegressor'>,70,0.4,0.6817107439260872,0.7451093533286226,0.557877005381178,4.8484107222735835,1.4638086115274807,2.201910698069652
<class 'xgboost.sklearn.XGBRegressor'>,70,0.5,0.6509024390828952,0.7124409207596392,0.7219148773365485,4.6453375144977205,1.547721680087145,2.1553045062119924
<class 'xgboost.sklearn.XGBRegressor'>,70,0.6,0.6863375801328573,0.755785317931586,0.7361097680044516,5.35462722763475,1.5335433502497144,2.3140067475344037
<class 'xgboost.sklearn.XGBRegressor'>,70,0.7,0.581883736426314,0.7184965393987982,0.7051674744745828,4.837866417262697,1.4431866241004834,2.1995150413813263
<class 'xgboost.sklearn.XGBRegressor'>,70,0.8,0.6144173831585595,0.7456636885276968,0.7303023630724876,5.469814374450503,1.4620919835070498,2.338763428491754
<class 'xgboost.sklearn.XGBRegressor'>,70,0.9,0.7544090864111249,0.7434043020161979,0.7198337607097857,5.764940818089989,1.4831653079150107,2.4010291164602706
<class 'xgboost.sklearn.XGBRegressor'>,70,1.0,0.5811493522170874,0.6969255334754083,0.678190259488173,4.880843411244886,1.9529242544188392,2.209263092355658
<class 'xgboost.sklearn.XGBRegressor'>,71,0.1,0.7186155040811872,0.5780307613863127,0.5564705281702003,8.026501590707294,1.5773321080462475,2.8331081148991286
<class 'xgboost.sklearn.XGBRegressor'>,71,0.2,0.7462170319939659,0.6609267459655819,0.6825672571198795,6.449692925045548,1.6472343595151022,2.5396245637978754
<class 'xgboost.sklearn.XGBRegressor'>,71,0.3,0.68095448663395,0.6841720081456044,0.6723611861171461,6.007532414773918,1.6848013053149484,2.451026808252802
<class 'xgboost.sklearn.XGBRegressor'>,71,0.4,0.7181225275033245,0.7551217756134341,0.7362870400499537,4.657959106274517,1.4442329365173157,2.1582305498427448
<class 'xgboost.sklearn.XGBRegressor'>,71,0.5,0.7459226958805666,0.683173832031235,0.6720268050856774,6.026519254184568,1.6884745631014002,2.454896994618016
<class 'xgboost.sklearn.XGBRegressor'>,71,0.6,0.7134064454048825,0.7167829220894206,0.6100907089785974,7.403972733500925,1.520719307111348,2.721024206709842
<class 'xgboost.sklearn.XGBRegressor'>,71,0.7,0.6519201741608571,0.7181895549553855,0.705392064822373,5.387222854995573,1.5478924256372786,2.3210391756701507
<class 'xgboost.sklearn.XGBRegressor'>,71,0.8,0.7542006660272049,0.610758348233682,0.7115398957667891,5.360466542205333,1.8990264448657446,2.3152681361357117
<class 'xgboost.sklearn.XGBRegressor'>,71,0.9,0.6143822923755033,0.7550937011223295,0.7363056475553293,4.658493126119776,1.4447939774379515,2.1583542633496884
<class 'xgboost.sklearn.XGBRegressor'>,71,1.0,0.7541062543488257,0.7454239914125327,0.6597174076043447,6.11407666260944,1.6996115905243316,2.4726659019385213
<class 'xgboost.sklearn.XGBRegressor'>,72,0.1,0.5814159815225386,0.6785707639883898,0.7361508792610383,4.842425823731456,1.4551112066836447,2.2005512545113453
<class 'xgboost.sklearn.XGBRegressor'>,72,0.2,0.6859714503876922,0.7181170403952871,0.7055175031108073,5.361845880267725,1.5477937316533097,2.3155659956623404
<class 'xgboost.sklearn.XGBRegressor'>,72,0.3,0.6142342613281779,0.7440425141622817,0.7190529089162538,4.868703638159577,1.4817720609932379,2.2065139107106435
<class 'xgboost.sklearn.XGBRegressor'>,72,0.4,0.744855173956168,0.6842311012855181,0.6725607235797731,6.006408372691904,1.684450429184216,2.450797497283671
<class 'xgboost.sklearn.XGBRegressor'>,72,0.5,0.7186950814170245,0.7441659710669362,0.7191380397232372,4.988680026975427,1.4813874295290959,2.2335353202883153
<class 'xgboost.sklearn.XGBRegressor'>,72,0.6,0.6500195001921265,0.7377351154944913,0.7302795484597823,4.866355298634051,1.4863950395812329,2.2059817085900897
<class 'xgboost.sklearn.XGBRegressor'>,72,0.7,0.6810625706234941,0.7458194055866498,0.733820903502224,4.83490444016339,1.4610003886251235,2.198841613250802
<class 'xgboost.sklearn.XGBRegressor'>,72,0.8,0.7129068679467933,0.7373941740210856,0.6098143695266038,7.407180707663747,1.9539953488592334,2.7216136220381735
<class 'xgboost.sklearn.XGBRegressor'>,72,0.9,0.754774911723856,0.5772158960255593,0.5570232961844133,4.99516525629598,1.4882581112357156,2.234986634478153
<class 'xgboost.sklearn.XGBRegressor'>,72,1.0,0.7187289004987678,0.6105896986171984,0.7189626441549639,8.042001578658518,1.8977862984280878,2.835842304970168
<class 'xgboost.sklearn.XGBRegressor'>,73,0.1,0.7127534669521456,0.7436000466961331,0.7342016325361864,4.877120047451747,1.4848432917045014,2.208420260605247
<class 'xgboost.sklearn.XGBRegressor'>,73,0.2,0.745953441785897,0.6463538291712086,0.6279443307168268,6.726892135622051,1.8305490996396148,2.593625288206076
<class 'xgboost.sklearn.XGBRegressor'>,73,0.3,0.7125435882468019,0.652914884945328,0.661671997922985,6.602090799911651,1.6797233454395628,2.569453404892109
<class 'xgboost.sklearn.XGBRegressor'>,73,0.4,0.65100071719761,0.736335646735883,0.7264046898443004,5.01530006746468,1.4858117728028588,2.239486563358816
<class 'xgboost.sklearn.XGBRegressor'>,73,0.5,0.7447209769999286,0.6451493166359737,0.6277573767387183,6.749803809970286,1.833655373554457,2.5980384542901374
<class 'xgboost.sklearn.XGBRegressor'>,73,0.6,0.6867276972728158,0.7450403407042591,0.557263497977053,6.024146913633665,1.6890005767571328,2.4544137617023063
<class 'xgboost.sklearn.XGBRegressor'>,73,0.7,0.7448702850217128,0.6832985507177866,0.7189596315214637,4.849723448151548,1.481758451771594,2.202208765796637
<class 'xgboost.sklearn.XGBRegressor'>,73,0.8,0.6487799862800295,0.7439627452142062,0.7299092511984104,4.87022096579872,1.4647186791244944,2.2068577130840854
<class 'xgboost.sklearn.XGBRegressor'>,73,0.9,0.7459567039242119,0.5784784904441631,0.6720444051288516,8.017985097877512,1.9485239044743483,2.8316046860177204
<class 'xgboost.sklearn.XGBRegressor'>,73,1.0,0.6144518918766544,0.6096756262725356,0.6097982941123528,7.424567764484668,1.8995365164121165,2.724806004926712
<class 'xgboost.sklearn.XGBRegressor'>,74,0.1,0.613768005282803,0.6114138137517258,0.7359349097330143,7.391504774839966,1.8962904127017188,2.7187321999122984
<class 'xgboost.sklearn.XGBRegressor'>,74,0.2,0.6863975912043283,0.7452114512507351,0.610812515361927,4.846307885172257,1.4846243013698355,2.2014331434709202
<class 'xgboost.sklearn.XGBRegressor'>,74,0.3,0.7546508504992899,0.7452199036799242,0.73013417232355,5.0289748400309655,1.4562577481166774,2.2425375894354516
<class 'xgboost.sklearn.XGBRegressor'>,74,0.4,0.6814288819675764,0.7356167365976614,0.7261281965628354,4.84646866332887,1.4626090336826987,2.2014696598701673
<class 'xgboost.sklearn.XGBRegressor'>,74,0.5,0.7461304110794208,0.7181204542214513,0.7048867011070101,5.3617809440623585,1.5514006392660178,2.3155519739497015
<class 'xgboost.sklearn.XGBRegressor'>,74,0.6,0.7444107805608642,0.694793424978352,0.6789034451837287,5.805496789182589,1.5759814806502848,2.409459854237582
<class 'xgboost.sklearn.XGBRegressor'>,74,0.7,0.6797407317718047,0.658929137098983,0.6610098417160913,6.487690507044755,1.6697521927160455,2.5470945225972192
<class 'xgboost.sklearn.XGBRegressor'>,74,0.8,0.6497717610189258,0.5780868956741927,0.5558707129961736,4.851248776096409,1.456380501193879,2.2025550563144636
<class 'xgboost.sklearn.XGBRegressor'>,74,0.9,0.5801622430098656,0.6962525265324959,0.6888363958585486,8.025433830525433,1.953315550108245,2.8329196653850657
<class 'xgboost.sklearn.XGBRegressor'>,74,1.0,0.5798977454714899,0.7449601511641144,0.7360302569270578,5.777742441534366,1.5757509537140342,2.4036934999151547
<class 'xgboost.sklearn.XGBRegressor'>,75,0.1,0.7119012993815848,0.7552577710669308,0.7019772368954225,4.655372264334554,1.4432043264282672,2.1576311696707005
<class 'xgboost.sklearn.XGBRegressor'>,75,0.2,0.5803468186570009,0.6938218777368712,0.6770011022318962,5.823977106621869,1.5799611431947551,2.4132917574594805
<class 'xgboost.sklearn.XGBRegressor'>,75,0.3,0.719073774766124,0.711716197372428,0.7363670081191536,5.483599723921437,1.5932751541597234,2.3417087188464403
<class 'xgboost.sklearn.XGBRegressor'>,75,0.4,0.6802449117548317,0.6778697347210512,0.6595803179741815,5.417796363424814,1.7055121644419726,2.3276160257707486
<class 'xgboost.sklearn.XGBRegressor'>,75,0.5,0.7545370302466581,0.7151756116157553,0.7125523732522199,5.028457824908838,1.5210666554042191,2.2424223119004227
<class 'xgboost.sklearn.XGBRegressor'>,75,0.6,0.7440414639280513,0.7356439171164679,0.7266982918009994,6.127411313608912,1.4865890253248368,2.475360845131253
<class 'xgboost.sklearn.XGBRegressor'>,75,0.7,0.744031340731971,0.7152181148153011,0.7218050651518848,5.416987887432856,1.5283180435719574,2.3274423488956404
<class 'xgboost.sklearn.XGBRegressor'>,75,0.8,0.7187196031524056,0.6781894681522915,0.7363203086313124,4.658928561217325,1.4451397647713091,2.158455133010025
<class 'xgboost.sklearn.XGBRegressor'>,75,0.9,0.7550861180295811,0.6432750769606344,0.6271552176632396,6.12132949375189,1.704147253813586,2.474132068777229
<class 'xgboost.sklearn.XGBRegressor'>,75,1.0,0.6868752900425233,0.6778229129689812,0.6592589994737879,6.785454720887161,1.838946849830614,2.6048905391373283
<class 'xgboost.sklearn.XGBRegressor'>,76,0.1,0.6481759955903905,0.6941836424125502,0.6781352087837516,5.8170957880823035,1.5826512484405768,2.411865623968778
<class 'xgboost.sklearn.XGBRegressor'>,76,0.2,0.679407223863494,0.7550708094285448,0.7191912558964471,4.653371803745312,1.7035867238535258,2.157167541881092
<class 'xgboost.sklearn.XGBRegressor'>,76,0.3,0.7189605889942499,0.7553629392802774,0.659143240388345,4.877889013368111,1.4431966768965956,2.2085943523807425
<class 'xgboost.sklearn.XGBRegressor'>,76,0.4,0.7121118499972985,0.7448927176394117,0.7298645940752178,4.852531465078838,1.4831303116045065,2.202846219117176
<class 'xgboost.sklearn.XGBRegressor'>,76,0.5,0.7459441544358978,0.7435596206202666,0.7362211186775884,6.128301935088108,1.465341649316231,2.4755407358975345
<class 'xgboost.sklearn.XGBRegressor'>,76,0.6,0.6135859773360693,0.7178795683879111,0.7346570541876317,5.366362961776353,1.5506722925544494,2.3165411634107334
<class 'xgboost.sklearn.XGBRegressor'>,76,0.7,0.6861357618545665,0.683882792750087,0.7048244946052185,6.782091044808107,1.4855171053236933,2.604244812763982
